2,14/10/01,00:14:10,3.5,225,68,12.0,-8.2,30,518.9,11.8,0,
2,14/10/01,00:29:10,3.2,223,70,11.1,-7.7,30,519.1,11.8,0,
2,14/10/01,00:44:10,3.0,219,72,11.9,-7.2,27,519.2,11.8,0,
2,14/10/01,00:59:10,2.4,218,73,10.8,-7.1,26,519.4,11.8,0,
2,14/10/01,01:14:10,2.3,220,75,10.2,-7.2,26,519.4,11.7,0,
2,14/10/01,01:29:10,2.5,228,71,9.5,-7.3,28,519.5,11.7,0,
2,14/10/01,01:44:10,6.3,253,51,12.4,-7.3,28,519.4,11.8,0,
2,14/10/01,01:59:10,6.3,259,55,13.3,-7.4,28,519.3,11.7,0,
2,14/10/01,02:14:10,6.6,263,46,11.9,-7.6,29,519.4,11.6,0,
2,14/10/01,02:29:10,6.0,262,48,11.3,-7.8,31,519.4,11.7,0,
2,14/10/01,02:44:10,7.3,287,35,11.1,-7.8,30,519.4,11.6,0,
2,14/10/01,02:59:10,5.8,278,44,10.4,-8.0,30,519.4,11.6,0,
2,14/10/01,03:14:10,5.0,270,43,9.5,-7.9,28,519.4,11.6,0,
2,14/10/01,03:29:10,4.3,268,52,9.5,-7.3,18,519.4,11.6,0,
2,14/10/01,03:44:10,5.8,282,37,10.3,-7.3,20,519.4,11.5,0,
2,14/10/01,03:59:11,5.9,275,43,10.2,-7.6,22,519.4,11.6,0,
2,14/10/01,04:14:13,5.7,266,46,10.2,-7.5,20,519.2,11.6,80,
2,14/10/01,04:29:10,5.8,265,46,10.6,-7.6,21,519.1,11.6,0,
2,14/10/01,04:44:10,6.1,267,42,11.5,-7.4,17,519.1,11.5,0,
2,14/10/01,04:59:10,6.0,267,39,10.0,-7.6,20,519.1,11.5,0,
2,14/10/01,05:14:10,5.8,266,42,10.3,-7.9,24,519.1,11.5,0,
2,14/10/01,05:29:10,6.4,265,39,10.1,-8.0,23,518.9,11.4,0,
2,14/10/01,05:44:10,5.8,261,40,9.9,-7.9,21,518.9,11.4,0,
2,14/10/01,05:59:10,6.2,256,41,10.2,-7.9,14,518.9,11.4,0,
2,14/10/01,06:14:10,5.2,264,44,9.5,-7.9,13,518.9,11.5,0,
2,14/10/01,06:29:10,4.8,261,47,9.9,-7.8,14,518.9,11.4,0,
2,14/10/01,06:44:10,5.3,277,45,9.8,-7.3,11,518.8,11.4,0,
2,14/10/01,06:59:10,5.9,271,41,10.1,-7.0,8,518.6,11.4,0,
2,14/10/01,07:14:10,5.7,284,39,9.6,-6.9,7,518.6,11.3,0,
2,14/10/01,07:29:10,6.5,298,25,9.5,-7.0,8,518.6,11.4,0,
2,14/10/01,07:44:10,5.7,300,25,8.9,-7.2,9,518.6,11.3,0,
2,14/10/01,07:59:10,6.0,298,25,8.7,-7.2,9,518.6,11.3,0,
2,14/10/01,08:14:10,6.1,303,25,8.9,-7.3,9,518.6,11.3,0,
2,14/10/01,08:29:10,6.2,292,35,12.2,-6.9,6,518.5,11.3,0,
2,14/10/01,08:44:10,8.1,292,22,10.8,-6.8,6,518.4,11.2,0,
2,14/10/01,08:59:10,8.7,294,17,10.4,-7.1,6,518.4,11.3,0,
2,14/10/01,09:14:10,7.4,263,40,12.2,-6.8,5,518.4,11.3,0,
2,14/10/01,09:29:10,6.7,257,42,11.3,-6.2,5,518.6,11.3,0,
2,14/10/01,09:44:10,3.2,237,64,9.2,-6.6,5,518.9,11.2,0,
2,14/10/01,09:59:10,4.2,250,56,10.2,-6.3,5,518.9,11.2,0,
2,14/10/01,10:14:10,2.9,231,64,9.5,-6.3,5,519.0,11.1,0,
2,14/10/01,10:29:10,3.2,229,64,9.4,-6.4,5,519.0,11.1,0,
2,14/10/01,10:44:10,2.3,221,72,9.1,-5.9,5,519.2,11.2,0,
2,14/10/01,10:59:10,2.0,216,75,10.6,-5.2,4,519.2,11.2,0,
2,14/10/01,11:14:10,1.5,215,83,9.5,-4.9,4,519.4,11.2,0,
2,14/10/01,11:29:10,1.5,218,76,7.8,-4.6,5,519.5,11.3,0,
2,14/10/01,11:44:10,1.3,199,78,8.0,-3.9,4,519.7,11.4,0,
2,14/10/01,11:59:10,1.4,209,79,9.0,-3.6,4,519.8,11.6,0,
2,14/10/01,12:14:10,1.0,201,87,8.0,-3.2,5,520.0,11.7,0,
2,14/10/01,12:29:10,0.6,174,95,8.5,-2.7,5,520.2,11.9,0,
2,14/10/01,12:44:10,1.1,215,84,10.0,-2.6,5,520.3,12.0,0,
2,14/10/01,12:59:10,0.7,200,92,7.3,-1.9,5,520.3,12.1,0,
2,14/10/01,13:14:10,1.1,219,85,8.4,-1.6,5,520.3,11.8,0,
